BTyperDB_ID	Internal_ID	NCBI_BioSample	Collection_Year	Collection_Month	Collection_Day	Continent	Country	Region	City	Country_Code	Region_Code	Source_1	Source_2	Source_3	BTyper3_species(ANI)	BTyper3_subspecies(ANI)	BTyper3_Pseudo_Gene_Flow_Unit(ANI)	BTyper3_Closest_Type_Strain(ANI)	BTyper3_anthrax_toxin(genes)	BTyper3_emetic_toxin_cereulide(genes)	BTyper3_diarrheal_toxin_Nhe(genes)	BTyper3_diarrheal_toxin_Hbl(genes)	BTyper3_diarrheal_toxin_CytK(top_hit)	BTyper3_sphingomyelinase_Sph(gene)	BTyper3_capsule_Cap(genes)	BTyper3_capsule_Has(genes)	BTyper3_capsule_Bps(genes)	BTyper3_Bt(genes)	BTyper3_PubMLST_ST[clonal_complex](perfect_matches)	BTyper3_Adjusted_panC_Group(predicted_species)	BTyper3_final_taxon_names	GTDB_Species	Completeness	Contamination	N_Contigs	Total_Length	GC	N50	Largest_Contig	Ns_per_Kbp	Free_Text	Curator_Notes	Changelog
BTDB_2022-0004473.1	SRR18080658	SAMN26102231	2021	11	15	North America	United States	Arizona	Unknown	USA	US-AZ	Food	Food	Unspecified	cereus s.s.(96.76678466796875)	No subspecies	UnknownGeneFlowUnit2(98.84064483642578)	cereus(96.51421356201172)	0/3()	0/4()	3/3(nheA;nheB;nheC)	4/4(hblA;hblB;hblC;hblD)	1/1(cytK-2)	1/1(sph)	0/5()	0/3()	2/9(bpsE;bpsH)	6(Cry23Aa1;Cry37Aa1;Cyt2B-like;Cyt2Ca1;Vip1Aa3;Vip1Bb1/Vip1Bb3)	2673[No clonal complex](7/7)	Group_IV(cereus_sensu_stricto)	B. cereus s.s. biovar Thuringiensis; B. Thuringiensis	Bacillus_A thuringiensis_K	99.23	0.35	76	6053369	34.66	171901	467764	0		None (Curator PM);None (Curator LC)	v1
BTDB_2022-0004474.1	SRR18080659	SAMN26102230	2021	11	15	North America	United States	Arizona	Unknown	USA	US-AZ	Food	Food	Unspecified	cereus s.s.(96.73725128173828)	No subspecies	UnknownGeneFlowUnit2(98.82676696777344)	cereus(96.54158020019531)	0/3()	0/4()	3/3(nheA;nheB;nheC)	4/4(hblA;hblB;hblC;hblD)	1/1(cytK-2)	1/1(sph)	0/5()	0/3()	2/9(bpsE;bpsH)	6(Cry23Aa1;Cry37Aa1;Cyt2B-like;Cyt2Ca1;Vip1Aa3;Vip1Bb1/Vip1Bb3)	2673[No clonal complex](7/7)	Group_IV(cereus_sensu_stricto)	B. cereus s.s. biovar Thuringiensis; B. Thuringiensis	Bacillus_A thuringiensis_K	99.23	0.35	80	6053887	34.67	187599	467762	0		None (Curator PM);None (Curator LC)	v1
BTDB_2022-0004475.1	SRR18080660	SAMN26102229	2021	11	15	North America	United States	Arizona	Unknown	USA	US-AZ	Food	Food	Unspecified	mosaicus(97.81645965576172)	No subspecies	anthracis(97.79717254638672)	anthracis(97.78691864013672)	0/3()	0/4()	3/3(nheA;nheB;nheC)	0/4()	0/1()	1/1(sph)	0/5()	0/3()	1/9(bpsE)	0()	Unknown(unknown ST)	Group_III(mosaicus)	B. mosaicus	Bacillus_A anthracis	99.23	0.89	39	5428917	35.27	290189	901047	0		None (Curator PM);None (Curator LC)	v1
BTDB_2022-0004476.1	SRR18080892	SAMN26102553	2021	11	15	North America	United States	Arizona	Unknown	USA	US-AZ	Food	Food	Unspecified	mosaicus(97.70842742919922)	No subspecies	anthracis(97.6186752319336)	anthracis(97.6594467163086)	0/3()	0/4()	3/3(nheA;nheB;nheC)	4/4(hblA;hblB;hblC;hblD)	0/1()	1/1(sph)	0/5()	0/3()	1/9(bpsE)	0()	62[ST-365 complex](7/7)	Group_III(mosaicus)	B. mosaicus	Bacillus_A anthracis	99.23	0	36	5176564	35.18	548889	1158488	0		None (Curator PM);None (Curator LC)	v1
BTDB_2022-0004477.1	SRR18080893	SAMN26102552	2021	11	15	North America	United States	Arizona	Unknown	USA	US-AZ	Food	Food	Unspecified	mosaicus(97.6628646850586)	No subspecies	anthracis(97.61903381347656)	anthracis(97.63858795166016)	0/3()	0/4()	3/3(nheA;nheB;nheC)	4/4(hblA;hblB;hblC;hblD)	0/1()	1/1(sph)	0/5()	0/3()	1/9(bpsE)	0()	62[ST-365 complex](7/7)	Group_III(mosaicus)	B. mosaicus	Bacillus_A anthracis	99.23	0	34	5176724	35.18	548919	1158284	0		None (Curator PM);None (Curator LC)	v1
BTDB_2022-0004478.1	SRR18080894	SAMN26102551	2021	11	15	North America	United States	Arizona	Unknown	USA	US-AZ	Food	Food	Unspecified	mosaicus(97.68390655517578)	No subspecies	anthracis(97.68014526367188)	anthracis(97.63391876220703)	0/3()	0/4()	3/3(nheA;nheB;nheC)	4/4(hblA;hblB;hblC;hblD)	0/1()	1/1(sph)	0/5()	0/3()	1/9(bpsE)	0()	62[ST-365 complex](7/7)	Group_III(mosaicus)	B. mosaicus	Bacillus_A anthracis	99.23	0	34	5176293	35.18	468795	778160	0		None (Curator PM);None (Curator LC)	v1
BTDB_2022-0004479.1	SRR18080895	SAMN26102550	2021	11	15	North America	United States	Arizona	Unknown	USA	US-AZ	Food	Food	Unspecified	mosaicus(97.8108901977539)	No subspecies	anthracis(97.80394744873047)	anthracis(97.78682708740234)	0/3()	0/4()	3/3(nheA;nheB;nheC)	0/4()	0/1()	1/1(sph)	0/5()	0/3()	1/9(bpsE)	0()	Unknown(unknown ST)	Group_III(mosaicus)	B. mosaicus	Bacillus_A anthracis	99.23	0.89	39	5429199	35.27	290184	901116	0		None (Curator PM);None (Curator LC)	v1
BTDB_2022-0004480.1	SRR18080896	SAMN26102549	2021	11	15	North America	United States	Arizona	Unknown	USA	US-AZ	Food	Food	Unspecified	mosaicus(97.66385650634766)	No subspecies	anthracis(97.60673522949219)	anthracis(97.66535186767578)	0/3()	0/4()	3/3(nheA;nheB;nheC)	4/4(hblA;hblB;hblC;hblD)	0/1()	1/1(sph)	0/5()	0/3()	1/9(bpsE)	0()	62[ST-365 complex](7/7)	Group_III(mosaicus)	B. mosaicus	Bacillus_A anthracis	99.23	0	38	5175723	35.18	384567	1158488	0		None (Curator PM);None (Curator LC)	v1
BTDB_2022-0004481.1	SRR18080897	SAMN26102548	2021	11	15	North America	United States	Arizona	Unknown	USA	US-AZ	Food	Food	Unspecified	mosaicus(97.84133911132812)	No subspecies	anthracis(97.82888793945312)	anthracis(97.81109619140625)	0/3()	0/4()	3/3(nheA;nheB;nheC)	0/4()	0/1()	1/1(sph)	0/5()	0/3()	1/9(bpsE)	0()	Unknown(unknown ST)	Group_III(mosaicus)	B. mosaicus	Bacillus_A anthracis	99.23	0.89	44	5428344	35.27	290186	717324	0		None (Curator PM);None (Curator LC)	v1
BTDB_2022-0004482.1	SRR18080898	SAMN26102547	2021	11	15	North America	United States	Arizona	Unknown	USA	US-AZ	Food	Food	Unspecified	mosaicus(97.8604965209961)	No subspecies	anthracis(97.82827758789062)	anthracis(97.82208251953125)	0/3()	0/4()	3/3(nheA;nheB;nheC)	0/4()	0/1()	1/1(sph)	0/5()	0/3()	1/9(bpsE)	0()	Unknown(unknown ST)	Group_III(mosaicus)	B. mosaicus	Bacillus_A anthracis	99.23	0.89	41	5428207	35.27	290184	717324	0		None (Curator PM);None (Curator LC)	v1
BTDB_2022-0004483.1	SRR18080899	SAMN26102546	2021	11	15	North America	United States	Arizona	Unknown	USA	US-AZ	Food	Food	Unspecified	mosaicus(97.6675796508789)	No subspecies	anthracis(97.60774230957031)	anthracis(97.62129211425781)	0/3()	0/4()	3/3(nheA;nheB;nheC)	4/4(hblA;hblB;hblC;hblD)	0/1()	1/1(sph)	0/5()	0/3()	1/9(bpsE)	0()	62[ST-365 complex](7/7)	Group_III(mosaicus)	B. mosaicus	Bacillus_A anthracis	99.23	0	37	5176775	35.19	384296	1158234	0		None (Curator PM);None (Curator LC)	v1
BTDB_2022-0004484.1	SRR18080900	SAMN26102556	2021	11	15	North America	United States	Arizona	Unknown	USA	US-AZ	Food	Food	Unspecified	cereus s.s.(96.77882385253906)	No subspecies	UnknownGeneFlowUnit2(98.8590316772461)	cereus(96.52537536621094)	0/3()	0/4()	3/3(nheA;nheB;nheC)	4/4(hblA;hblB;hblC;hblD)	1/1(cytK-2)	1/1(sph)	0/5()	0/3()	2/9(bpsE;bpsH)	6(Cry23Aa1;Cry37Aa1;Cyt2B-like;Cyt2Ca1;Vip1Aa3;Vip1Bb1/Vip1Bb3)	2673[No clonal complex](7/7)	Group_IV(cereus_sensu_stricto)	B. cereus s.s. biovar Thuringiensis; B. Thuringiensis	Bacillus_A thuringiensis_K	99.23	0.35	92	6049999	34.67	150611	467774	0		None (Curator PM);None (Curator LC)	v1
BTDB_2022-0004485.1	SRR18080901	SAMN26102555	2021	11	15	North America	United States	Arizona	Unknown	USA	US-AZ	Food	Food	Unspecified	mosaicus(97.81809997558594)	No subspecies	anthracis(97.8182373046875)	anthracis(97.80635833740234)	0/3()	0/4()	3/3(nheA;nheB;nheC)	0/4()	0/1()	1/1(sph)	0/5()	0/3()	1/9(bpsE)	0()	Unknown(unknown ST)	Group_III(mosaicus)	B. mosaicus	Bacillus_A anthracis	99.23	0.89	39	5428152	35.27	290186	717324	0		None (Curator PM);None (Curator LC)	v1
BTDB_2022-0004486.1	SRR18080902	SAMN26102554	2021	11	15	North America	United States	Arizona	Unknown	USA	US-AZ	Food	Food	Unspecified	mosaicus(97.8096694946289)	No subspecies	anthracis(97.80007934570312)	anthracis(97.79596710205078)	0/3()	0/4()	3/3(nheA;nheB;nheC)	0/4()	0/1()	1/1(sph)	0/5()	0/3()	1/9(bpsE)	0()	Unknown(unknown ST)	Group_III(mosaicus)	B. mosaicus	Bacillus_A anthracis	99.23	0.89	45	5426975	35.27	270838	717324	0		None (Curator PM);None (Curator LC)	v1
BTDB_2022-0004487.1	SRR18080903	SAMN26102545	2021	11	15	North America	United States	Arizona	Unknown	USA	US-AZ	Food	Food	Unspecified	mosaicus(97.8126220703125)	No subspecies	anthracis(97.8081283569336)	anthracis(97.80110931396484)	0/3()	0/4()	3/3(nheA;nheB;nheC)	0/4()	0/1()	1/1(sph)	0/5()	0/3()	1/9(bpsE)	0()	Unknown(unknown ST)	Group_III(mosaicus)	B. mosaicus	Bacillus_A anthracis	99.23	0.89	40	5428642	35.27	290180	717425	0		None (Curator PM);None (Curator LC)	v1
BTDB_2022-0004488.1	SRR18080904	SAMN26102544	2021	11	15	North America	United States	Arizona	Unknown	USA	US-AZ	Food	Food	Unspecified	mosaicus(97.65362548828125)	No subspecies	anthracis(97.60835266113281)	anthracis(97.61283874511719)	0/3()	0/4()	3/3(nheA;nheB;nheC)	4/4(hblA;hblB;hblC;hblD)	0/1()	1/1(sph)	0/5()	0/3()	1/9(bpsE)	0()	62[ST-365 complex](7/7)	Group_III(mosaicus)	B. mosaicus	Bacillus_A anthracis	99.23	0	38	5175001	35.18	494904	1158480	0		None (Curator PM);None (Curator LC)	v1
BTDB_2022-0004489.1	SRR18280692	SAMN26542754	2021	11	2	Europe	Spain	Unknown	Unknown	ESP	Unknown	Food	Food	Unspecified	cereus s.s.(98.6954116821289)	No subspecies	frankland(98.6954116821289)	cereus(97.13923645019531)	0/3()	0/4()	3/3(nheA;nheB;nheC)	0/4()	1/1(cytK-2)	1/1(sph)	0/5()	0/3()	3/9(bpsD;bpsE;bpsH)	0()	1355[ST-18 complex](7/7)	Group_IV(cereus_sensu_stricto)	B. cereus s.s.	Bacillus_A bombysepticus	99.23	0.4	52	5209418	35.05	185968	339943	0		None (Curator PM);None (Curator LC)	v1
BTDB_2022-0004490.1	SRR18280693	SAMN26542753	2021	11	2	Europe	Spain	Unknown	Unknown	ESP	Unknown	Food	Food	Unspecified	cereus s.s.(98.6914291381836)	No subspecies	frankland(98.6914291381836)	cereus(97.13409423828125)	0/3()	0/4()	3/3(nheA;nheB;nheC)	0/4()	1/1(cytK-2)	1/1(sph)	0/5()	0/3()	3/9(bpsD;bpsE;bpsH)	0()	1355[ST-18 complex](7/7)	Group_IV(cereus_sensu_stricto)	B. cereus s.s.	Bacillus_A bombysepticus	99.23	0.4	53	5209090	35.05	177943	325575	0		None (Curator PM);None (Curator LC)	v1
BTDB_2022-0004491.1	SRR18938585	SAMN27917156	2021	Unknown	Unknown	North America	United States	Massachusetts	Unknown	USA	US-MA	Human	Human:Clinical	Unspecified	mosaicus(94.19477844238281)	No subspecies	UnknownGeneFlowUnit1*(94.4049072265625)	sanguinis(99.68189239501953)	0/3()	0/4()	3/3(nheA;nheB;nheC)	0/4()	0/1()	1/1(sph)	0/5()	0/3()	2/9(bpsE;bpsH)	0()	1425[No clonal complex](7/7)	Group_II(mosaicus/luti)*	B. mosaicus	Bacillus_A sp018332475	99.34	0	60	5205409	35.33	167131	508314	0		None (Curator PM);None (Curator LC)	v1
BTDB_2022-0004492.1	SRR19171830	SAMN28194813	2022	4	6	North America	United States	New Jersey	Unknown	USA	US-NJ	Environmental	Environmental	Unspecified	mosaicus(95.3689956665039)	cereus(98.75301361083984)	cereus(97.86077117919922)	paranthracis(97.71986389160156)	0/3()	0/4()	3/3(nheA;nheB;nheC)	0/4()	0/1()	1/1(sph)	0/5()	0/3()	2/9(bpsE;bpsH)	0()	266[No clonal complex](7/7)	Group_III(mosaicus)	B. mosaicus subsp. cereus; B. cereus	Bacillus_A paranthracis	99.07	0.61	79	5410341	35.24	201879	504751	0		None (Curator PM);None (Curator LC)	v1
BTDB_2022-0004493.1	SRR19279503	SAMN28512004	2020	5	6	Asia	China	Jiangsu Sheng	Zhenjiang	CHN	CN-JS	Environmental	Environmental	Unspecified	mosaicus(98.03089141845703)	No subspecies	anthracis(98.05554962158203)	anthracis(97.84263610839844)	0/3()	0/4()	3/3(nheA;nheB;nheC)	0/4()	1/1(cytK-2)	1/1(sph)	0/5()	0/3()	1/9(bpsE)	0()	2255[No clonal complex](7/7)	Group_III(mosaicus)	B. mosaicus	Bacillus_A anthracis	99.23	0.66	80	5677403	35.14	166761	481925	0		None (Curator PM);None (Curator LC)	v1
BTDB_2022-0004494.1	SRR19844366	SAMN29332729	2022	5	26	North America	United States	Indiana	Unknown	USA	US-IN	Food	Food	Unspecified	mosaicus(94.95953369140625)	No subspecies	cereus(96.62393951416016)	paranthracis(96.57931518554688)	0/3()	0/4()	3/3(nheA;nheB;nheC)	4/4(hblA;hblB;hblC;hblD)	0/1()	1/1(sph)	0/5()	0/3()	1/9(bpsE)	0()	47[No clonal complex](7/7)	Group_III(mosaicus)	B. mosaicus	Bacillus_A paranthracis	99.07	0.28	82	5368113	35.35	163911	499303	0		None (Curator PM);None (Curator LC)	v1
BTDB_2022-0004495.1	SRR19844382	SAMN29332772	2022	5	26	North America	United States	Indiana	Unknown	USA	US-IN	Food	Food	Unspecified	mosaicus(95.20735931396484)	cereus(99.06175231933594)	cereus(97.77030944824219)	paranthracis(97.62361145019531)	0/3()	0/4()	3/3(nheA;nheB;nheC)	0/4()	0/1()	1/1(sph)	0/5()	0/3()	1/9(bpsE)	0()	164[No clonal complex](7/7)	Group_III(mosaicus)	B. mosaicus subsp. cereus; B. cereus	Bacillus_A paranthracis	98.46	0.39	77	5506630	35.15	203277	897575	0		None (Curator PM);None (Curator LC)	v1
BTDB_2022-0004496.1	SRR19844588	SAMN29332777	2022	5	26	North America	United States	Indiana	Unknown	USA	US-IN	Food	Food	Unspecified	mosaicus(93.1258544921875)	No subspecies	wiedmannii(96.019775390625)	wiedmannii(95.94552612304688)	0/3()	0/4()	3/3(nheA;nheB;nheC)	3/4(hblA;hblC;hblD)	1/1(cytK-2)	1/1(sph)	0/5()	0/3()	2/9(bpsE;bpsH)	0()	794[No clonal complex](7/7)	Group_II(mosaicus/luti)	B. mosaicus	Bacillus_A wiedmannii	99.34	0.1	47	5353417	35.28	349794	1009102	0		None (Curator PM);None (Curator LC)	v1
BTDB_2022-0004497.1	SRR19844589	SAMN29332792	2022	5	26	North America	United States	Indiana	Unknown	USA	US-IN	Food	Food	Unspecified	cereus s.s.(97.11009216308594)	No subspecies	frankland(97.11009216308594)	cereus(99.27088928222656)	0/3()	0/4()	3/3(nheA;nheB;nheC)	4/4(hblA;hblB;hblC;hblD)	1/1(cytK-2)	1/1(sph)	0/5()	0/3()	2/9(bpsE;bpsH)	0()	Unknown(unknown ST)	Group_IV(cereus_sensu_stricto)	B. cereus s.s.	Bacillus_A cereus	98.96	1.35	71	5759207	34.95	192693	945500	0		None (Curator PM);None (Curator LC)	v1
BTDB_2022-0004498.1	SRR1999417	SAMN03569271	1984	Unknown	Unknown	Asia	Turkey	Unknown	Unknown	TUR	Unknown	Human	Human:Unspecified	Unspecified	mosaicus(99.98648834228516)	anthracis(99.98482513427734)	anthracis(98.55216979980469)	anthracis(99.9884033203125)	3/3(cya;lef;pagA)	0/4()	3/3(nheA;nheB;nheC)	0/4()	0/1()	1/1(sph)	5/5(capA;capB;capC;capD;capE)	3/3(hasA;hasB;hasC)	1/9(bpsE)	0()	1[No clonal complex](7/7)	Group_III(mosaicus)	B. mosaicus subsp. anthracis biovar Anthracis; B. anthracis biovar Anthracis; B. Anthracis	Bacillus_A anthracis	99.18	0.15	33	5451835	35.1	516390	1022631	0		None (Curator PM);None (Curator LC)	v1
BTDB_2022-0004499.1	SRR1999664	SAMN03565954	1957	Unknown	Unknown	North America	United States	Unknown	Unknown	USA	Unknown	Unknown	Unknown	Unspecified	mosaicus(99.96453857421875)	anthracis(99.9624252319336)	anthracis(98.69915008544922)	anthracis(99.96678924560547)	0/3()	0/4()	3/3(nheA;nheB;nheC)	0/4()	0/1()	1/1(sph)	0/5()	0/3()	1/9(bpsE)	0()	1[No clonal complex](7/7)	Group_III(mosaicus)	B. mosaicus subsp. anthracis; B. anthracis	Bacillus_A anthracis	99.01	0.15	29	5178768	35.22	572797	1601007	0		None (Curator PM);None (Curator LC)	v1
BTDB_2022-0004500.1	SRR1999665	SAMN03565955	Unknown	Unknown	Unknown	North America	United States	Unknown	Unknown	USA	Unknown	Animal_Mammal	Animal_Mammal:Unspecified	Unspecified	mosaicus(99.98546600341797)	anthracis(99.98403930664062)	anthracis(98.50717163085938)	anthracis(99.98760986328125)	3/3(cya;lef;pagA)	0/4()	3/3(nheA;nheB;nheC)	0/4()	0/1()	1/1(sph)	5/5(capA;capB;capC;capD;capE)	3/3(hasA;hasB;hasC)	1/9(bpsE)	0()	1[No clonal complex](7/7)	Group_III(mosaicus)	B. mosaicus subsp. anthracis biovar Anthracis; B. anthracis biovar Anthracis; B. Anthracis	Bacillus_A anthracis	99.18	0.15	51	5443234	35.09	331345	1602034	0		None (Curator PM);None (Curator LC)	v1
BTDB_2022-0004501.1	SRR1999666	SAMN03565956	1958	Unknown	Unknown	North America	United States	Unknown	Unknown	USA	Unknown	Human	Human:Unspecified	Unspecified	mosaicus(99.98419189453125)	anthracis(99.9829330444336)	anthracis(98.72289276123047)	anthracis(99.98651885986328)	0/3()	0/4()	3/3(nheA;nheB;nheC)	0/4()	0/1()	1/1(sph)	0/5()	0/3()	1/9(bpsE)	0()	1[No clonal complex](7/7)	Group_III(mosaicus)	B. mosaicus subsp. anthracis; B. anthracis	Bacillus_A anthracis	99.23	0.15	30	5181948	35.24	596509	1350313	0		None (Curator PM);None (Curator LC)	v1
BTDB_2022-0004502.1	SRR1999667	SAMN03565957	1960	Unknown	Unknown	North America	United States	Unknown	Unknown	USA	Unknown	Animal_Mammal	Animal_Mammal:Unspecified	Unspecified	mosaicus(99.980712890625)	anthracis(99.97893524169922)	anthracis(98.73242950439453)	anthracis(99.98320770263672)	3/3(cya;lef;pagA)	0/4()	3/3(nheA;nheB;nheC)	0/4()	0/1()	1/1(sph)	0/5()	3/3(hasA;hasB;hasC)	1/9(bpsE)	0()	1[No clonal complex](7/7)	Group_III(mosaicus)	B. mosaicus subsp. anthracis biovar Anthracis; B. anthracis biovar Anthracis; B. Anthracis	Bacillus_A anthracis	99.23	0.15	34	5361664	35.15	565810	1350308	0		None (Curator PM);None (Curator LC)	v1
BTDB_2022-0004503.1	SRR1999668	SAMN03565958	1988	Unknown	Unknown	North America	United States	Unknown	Unknown	USA	Unknown	Unknown	Unknown	Unspecified	mosaicus(99.98619079589844)	anthracis(99.98445129394531)	anthracis(98.54159545898438)	anthracis(99.98831939697266)	3/3(cya;lef;pagA)	0/4()	3/3(nheA;nheB;nheC)	0/4()	0/1()	1/1(sph)	5/5(capA;capB;capC;capD;capE)	3/3(hasA;hasB;hasC)	1/9(bpsE)	0()	1[No clonal complex](7/7)	Group_III(mosaicus)	B. mosaicus subsp. anthracis biovar Anthracis; B. anthracis biovar Anthracis; B. Anthracis	Bacillus_A anthracis	99.23	0.15	33	5451492	35.11	565921	1607617	0		None (Curator PM);None (Curator LC)	v1
BTDB_2022-0004504.1	SRR1999669	SAMN03565959	2009	Unknown	Unknown	Europe	United Kingdom	Scotland	Glasgow	GBR	GB-SCT	Human	Human:Clinical	Unspecified	mosaicus(99.98674774169922)	anthracis(99.98523712158203)	anthracis(98.56597900390625)	anthracis(99.98757934570312)	3/3(cya;lef;pagA)	0/4()	3/3(nheA;nheB;nheC)	0/4()	0/1()	1/1(sph)	5/5(capA;capB;capC;capD;capE)	3/3(hasA;hasB;hasC)	1/9(bpsE)	0()	1[No clonal complex](7/7)	Group_III(mosaicus)	B. mosaicus subsp. anthracis biovar Anthracis; B. anthracis biovar Anthracis; B. Anthracis	Bacillus_A anthracis	99.23	0.15	32	5451853	35.1	596357	935670	0		None (Curator PM);None (Curator LC)	v1
BTDB_2022-0004505.1	SRR1999670	SAMN03565960	2010	Unknown	Unknown	Europe	United Kingdom	Scotland	Kilmarnock	GBR	GB-SCT	Human	Human:Clinical	Unspecified	mosaicus(99.98687744140625)	anthracis(99.98512268066406)	anthracis(98.57811737060547)	anthracis(99.98886108398438)	3/3(cya;lef;pagA)	0/4()	3/3(nheA;nheB;nheC)	0/4()	0/1()	1/1(sph)	5/5(capA;capB;capC;capD;capE)	3/3(hasA;hasB;hasC)	1/9(bpsE)	0()	1[No clonal complex](7/7)	Group_III(mosaicus)	B. mosaicus subsp. anthracis biovar Anthracis; B. anthracis biovar Anthracis; B. Anthracis	Bacillus_A anthracis	99.23	0.15	27	5454758	35.1	601300	1040186	0		None (Curator PM);None (Curator LC)	v1
BTDB_2022-0004506.1	SRR1999671	SAMN03565961	2010	Unknown	Unknown	Europe	United Kingdom	Scotland	Kilmarnock	GBR	GB-SCT	Human	Human:Clinical	Unspecified	mosaicus(99.98741149902344)	anthracis(99.98607635498047)	anthracis(98.53614044189453)	anthracis(99.98887634277344)	3/3(cya;lef;pagA)	0/4()	3/3(nheA;nheB;nheC)	0/4()	0/1()	1/1(sph)	5/5(capA;capB;capC;capD;capE)	3/3(hasA;hasB;hasC)	1/9(bpsE)	0()	1[No clonal complex](7/7)	Group_III(mosaicus)	B. mosaicus subsp. anthracis biovar Anthracis; B. anthracis biovar Anthracis; B. Anthracis	Bacillus_A anthracis	99.23	0.15	27	5454755	35.1	601274	1636116	0		None (Curator PM);None (Curator LC)	v1
BTDB_2022-0004507.1	SRR1999672	SAMN03565962	2010	Unknown	Unknown	Europe	United Kingdom	Scotland	Kilmarnock	GBR	GB-SCT	Human	Human:Clinical	Unspecified	mosaicus(99.97396087646484)	anthracis(99.98556518554688)	anthracis(98.5105209350586)	anthracis(99.98888397216797)	3/3(cya;lef;pagA)	0/4()	3/3(nheA;nheB;nheC)	0/4()	0/1()	1/1(sph)	5/5(capA;capB;capC;capD;capE)	3/3(hasA;hasB;hasC)	1/9(bpsE)	0()	1[No clonal complex](7/7)	Group_III(mosaicus)	B. mosaicus subsp. anthracis biovar Anthracis; B. anthracis biovar Anthracis; B. Anthracis	Bacillus_A anthracis	99.23	0.15	25	5454248	35.1	906224	1199098	0		None (Curator PM);None (Curator LC)	v1
BTDB_2022-0004508.1	SRR1999673	SAMN03565963	2010	Unknown	Unknown	Europe	United Kingdom	Scotland	Kilmarnock	GBR	GB-SCT	Human	Human:Clinical	Unspecified	mosaicus(99.98702239990234)	anthracis(99.98567199707031)	anthracis(98.56471252441406)	anthracis(99.98904418945312)	3/3(cya;lef;pagA)	0/4()	3/3(nheA;nheB;nheC)	0/4()	0/1()	1/1(sph)	5/5(capA;capB;capC;capD;capE)	3/3(hasA;hasB;hasC)	1/9(bpsE)	0()	1[No clonal complex](7/7)	Group_III(mosaicus)	B. mosaicus subsp. anthracis biovar Anthracis; B. anthracis biovar Anthracis; B. Anthracis	Bacillus_A anthracis	99.23	0.15	28	5454184	35.1	729780	1533410	0		None (Curator PM);None (Curator LC)	v1
BTDB_2022-0004509.1	SRR1999674	SAMN03565964	2010	Unknown	Unknown	Europe	United Kingdom	Scotland	Glasgow	GBR	GB-SCT	Human	Human:Clinical	Unspecified	mosaicus(99.98676300048828)	anthracis(99.98490905761719)	anthracis(98.69068908691406)	anthracis(99.9892807006836)	3/3(cya;lef;pagA)	0/4()	3/3(nheA;nheB;nheC)	0/4()	0/1()	1/1(sph)	0/5()	3/3(hasA;hasB;hasC)	1/9(bpsE)	0()	1[No clonal complex](7/7)	Group_III(mosaicus)	B. mosaicus subsp. anthracis biovar Anthracis; B. anthracis biovar Anthracis; B. Anthracis	Bacillus_A anthracis	99.23	0.15	32	5359136	35.14	601274	937098	0		None (Curator PM);None (Curator LC)	v1
BTDB_2022-0004510.1	SRR1999675	SAMN03565965	2010	Unknown	Unknown	Europe	United Kingdom	Scotland	Glasgow	GBR	GB-SCT	Human	Human:Clinical	Unspecified	mosaicus(99.98699188232422)	anthracis(99.98529815673828)	anthracis(98.56492614746094)	anthracis(99.98900604248047)	3/3(cya;lef;pagA)	0/4()	3/3(nheA;nheB;nheC)	0/4()	0/1()	1/1(sph)	5/5(capA;capB;capC;capD;capE)	3/3(hasA;hasB;hasC)	1/9(bpsE)	0()	1[No clonal complex](7/7)	Group_III(mosaicus)	B. mosaicus subsp. anthracis biovar Anthracis; B. anthracis biovar Anthracis; B. Anthracis	Bacillus_A anthracis	99.23	0.15	32	5453434	35.1	601274	935734	0		None (Curator PM);None (Curator LC)	v1
BTDB_2022-0004511.1	SRR1999676	SAMN03565966	2010	Unknown	Unknown	Europe	United Kingdom	Scotland	Glasgow	GBR	GB-SCT	Human	Human:Clinical	Unspecified	mosaicus(99.98695373535156)	anthracis(99.98556518554688)	anthracis(98.5655517578125)	anthracis(99.98887634277344)	3/3(cya;lef;pagA)	0/4()	3/3(nheA;nheB;nheC)	0/4()	0/1()	1/1(sph)	5/5(capA;capB;capC;capD;capE)	3/3(hasA;hasB;hasC)	1/9(bpsE)	0()	1[No clonal complex](7/7)	Group_III(mosaicus)	B. mosaicus subsp. anthracis biovar Anthracis; B. anthracis biovar Anthracis; B. Anthracis	Bacillus_A anthracis	99.23	0.15	28	5453587	35.1	729779	1197731	0		this could be anthrax or other (Curator PM);None (Curator LC)	v1
BTDB_2022-0004512.1	SRR1999677	SAMN03565967	2010	Unknown	Unknown	Europe	United Kingdom	Scotland	Glasgow	GBR	GB-SCT	Human	Human:Clinical	Unspecified	mosaicus(99.98746490478516)	anthracis(99.98574829101562)	anthracis(98.55764770507812)	anthracis(99.98888397216797)	3/3(cya;lef;pagA)	0/4()	3/3(nheA;nheB;nheC)	0/4()	0/1()	1/1(sph)	5/5(capA;capB;capC;capD;capE)	3/3(hasA;hasB;hasC)	1/9(bpsE)	0()	1[No clonal complex](7/7)	Group_III(mosaicus)	B. mosaicus subsp. anthracis biovar Anthracis; B. anthracis biovar Anthracis; B. Anthracis	Bacillus_A anthracis	99.23	0.15	28	5453457	35.1	601274	936636	0		None (Curator PM);None (Curator LC)	v1
